,questions,documents,answers,explanations
234,Helfen Schnarch-Sprays oder Gurgellösungen gegen Schnarchen?,"Allerdings konnten wir konkret zu diesem Schnarch-Spray keine Studien identifizieren und deshalb auch keine Einschätzung abgeben. Die Aussagekraft ist sehr bescheiden, die Ergebnisse sind widersprüchlich:  In zwei Studien [1,2] ließ sich jeweils kein Unterschied zwischen den getesteten Mittel und einem Scheinpräparat finden. Da die Studien maximal zwei Wochen dauerten, lassen sich weder über langfristige Effekte noch über unerwünschte Wirkungen bei Daueranwendung sichere Aussagen treffen. Daraus lassen sich also keine verlässlichen Schlussfolgerungen für die Daueranwendung ziehen.",unknown,Drei kleinere Studien mit methodischen Mängeln kommen zu widersprüchlichen Ergebnissen.
235,Hilft Maca bei sexuellen Problemen wie Erektionsstörungen oder sexueller Unlust bei Männern und Frauen?,"Diese Untersuchungen wurden aber schlecht durchgeführt und sind daher nicht aussagekräftig. Das heißt: Wir wissen nicht, ob Maca-Mittel Männern mit Erektionsstörung oder Frauen mit sexuellen Problemen helfen. Inwiefern Maca die Libido bei Menchen mit guter sexueller Gesundheit noch zusätzlich steigert, ist ebenfalls unklar. Ihre Ergebnisse sind jedoch nicht eindeutig und wenig vertrauenswürdig [1-3] . Daher bleibt die Wirkung von Maca fraglich [1,4] .",unknown,"Bisherige Studien sind zu mangelhaft, um diese Frage aussagekräftig zu beantworten."
236,Kann Gletschermilch-Pulver einem Kater vorbeugen oder Kater-Beschwerden lindern?,"Weder an Tieren noch im Labor wurden solche Gesteinspulver untersucht – und schon gar nicht in soliden Studien mit menschlichen Probandinnen und Probanden. Ob das Mittel wirksam ist, lässt sich daher nicht beantworten. Die Studien im Detail  Es gibt keine Studien, die die Auswirkung von Gletschermilch-Pulver (fein gemahlenes Gestein) auf Kater-Beschwerden untersucht haben.",unknown,"Bisher gibt es keine Studien, die diese Frage untersucht haben. Es gibt keine Belege für die Wirksamkeit; auch Nebenwirkungen sind nicht untersucht."
237,Können Inhaltsstoffe aus dem Granatapfel einen erhöhten Blutdruck senken oder das Risiko für Herz-Kreislauf-Erkrankungen verringern?,"Die Ergebnisse sind widersprüchlich. Den Arbeiten mangelte es an Sorgfalt bei der Durchführung, bei ihnen fehlen wesentliche Standards für vertrauenswürdige wissenschaftliche Untersuchungen. Belege für eine blutdrucksenkende Wirkung von Granatapfel gibt es derzeit also nicht. Vieles unklar Ob der regelmäßige Verzehr von Granatäpfeln in Form von Kernen, Fruchtfleisch, Säften oder die Einnahme von entsprechenden Nahrungsergänzungsmitteln tatsächlich einen erhöhten Blutdruck senkt, lässt sich derzeit weder belegen noch ausschließen. Die Studien lieferten jedoch ein insgesamt unklares Bild, denn die einzelnen Ergebnisse widersprechen einander.",unknown,"Bisherige Studien sind mangelhaft und nicht aussagekräftig genug, um diese Frage zu beantworten."
238,Erhöht der regelmäßige Konsum von rotem Fleisch oder verarbeiteten Fleischprodukten das Risiko für Darmkrebs?,"Risiko geringfügig erhöht Es ist tatsächlich wahrscheinlich, dass eine fleischreiche Ernährung das Risiko für Darmkrebs erhöht. Menschen, die in diesen Studien regelmäßig viel Fleisch gegessen hatten, erkrankten etwas häufiger an Darmkrebs als jene, die nur wenig Fleisch auf ihrem Speiseplan hatten. Demzufolge erhöht sich das Krebsrisiko mit jeder täglichen Extra-Portion à 100 Gramm rotes Fleisch (Rind, Schwein, Lamm, Ziege, Wild) um 12 Prozent [1] . Denn es sind auch andere Erklärungen dafür denkbar, dass häufiger Fleischgenuss mit einem erhöhten Darmkrebsrisiko verbunden ist. Dabei zeigte sich klar, dass das Darmkrebs-Risiko mit der Menge an verzehrtem Fleisch ansteigt.",yes,"Menschen, die regelmäßig viel rotes Fleisch oder verarbeitete Fleischprodukte wie Wurst, Schinken und Speck essen, haben wahrscheinlich ein etwas höheres Risiko für Darmkrebs als Menschen, die wenig Fleisch essen."
239,Hilft eine Stuhltransplantation bei Colitis ulcerosa?,"Möglicherweise wirksam bei Colitis ulcerosa Eine Forschungsgruppe des unabhängigen Wissenschaftsnetzwerks Cochrane wollte wissen, ob die Stuhltransplantation bei Darmerkrankungen helfen kann. Das Resultat ihrer Analyse ist ermutigend: Zumindest bei Colitis ulcerosa könnte eine Stuhltransplantation helfen [1] .",yes,"Bei colitis ulcerosa könnte eine Stuhltransplantation die Beschwerden zumindest 8 Wochen lang verringern. Ob die Methode auch langfristig hilft, ist nicht ausreichend erforscht. Zu Morbus Crohn gibt haben wir keine aussagekräftigen Studien gefunden."
240,Hilft eine Stuhltransplantation bei Morbus Crohn??,"Zudem ist unklar, ob eine Stuhltransplantation auch langfristig helfen kann. Keine Studien zu Morbus Crohn Ob eine Stuhltransplantation auch bei Morbus Crohn helfen kann, ist unklar. Eine Antwort könnten zwei laufende Studien an Betroffenen mit Morbus Crohn liefern, für die es noch keine abschließenden Ergebnisse gibt [1] .",unknown,"Bei colitis ulcerosa könnte eine Stuhltransplantation die Beschwerden zumindest 8 Wochen lang verringern. Ob die Methode auch langfristig hilft, ist nicht ausreichend erforscht. Zu Morbus Crohn gibt haben wir keine aussagekräftigen Studien gefunden."
241,Können Mittel aus dem Jambulbaum die Blutzuckerkontrolle bei Diabetes bzw. Vorstufen der Zuckerkrankheit („Prä-Diabetes“) verbessern?,"Schon vorab: von einem Nutzen konnten uns diese Studien nicht überzeugen. Auf dieser Basis können wir also weder bestätigen noch ausschließen, dass aus dem Jambulbaum gewonnene Mittel wirksam und sicher sind – dies gilt für alle fraglichen Personengruppen, also Menschen mit Diabetes vom Typ 1 und Typ 2 sowie Menschen mit einer Vorstufe von Diabetes. Somit ist es unserer Einschätzung nach unklar, ob die Untersuchungen vergleichbar sind und inwieweit sich die Ergebnisse gegebenenfalls auf Jambulbaum-Mittel aus anderen Pflanzenteilen und mit anderen Zubereitungsformen übertragen lassen. Diverse Widersprüche  Die vier Studien kommen auch zu widersprüchlichen Ergebnissen:   In zwei Untersuchungen [1,2] ist das pflanzliche Präparat im Vergleich mit etablierten Diabetesmittel deutlich unterlegen bzw. Angesichts der geringen Teilnehmerzahl und der relativ kurzen Behandlungsdauer lässt sich die Verträglichkeit von Mitteln aus dem Jambulbaum anhand dieser Daten nicht bewerten – ebenso wenig wie wir Schlüsse zur Wirksamkeit ziehen konnten.",unknown,"Wir haben vier Studien identifizieren können, die den Nutzen von Präparaten aus dem Jambulbaum ( Syzygium cumini ) bei Menschen mit Diabetes untersucht haben. Da die Studien sehr klein sind, nur sehr wenige Teilnehmerinnen und Teilnehmer hatten und sich teilweise widersprechen, lassen sich daraus keine sicheren Schlussfolgerungen ziehen."
242,"Senkt die HPV-Impfung bei Mädchen das Risiko, an Gebärmutterhalskrebs zu erkranken?","Den Ergebnissen zufolge verringert die HPV-Impfung das Risiko, dass sich auffällige Gewebeveränderungen („Dysplasien“) am Gebärmutterhals bilden, aus denen später Krebs entstehen kann. Die Ergebnisse machen es jedoch wahrscheinlich, dass die HPV-Impfung langfristig das Krebsrisiko senkt. Früherkennung trotz Impfung sinnvoll Die HPV-Impfung verringert wahrscheinlich das Risiko, an Gebärmutterhalskrebs zu erkranken. Die Ergebnisse machen es dennoch wahrscheinlich, dass die HPV-Impfung das Risiko für Gebärmutterhalskrebs verringert.",yes,"Die HPV-Impfung verringert das Risiko für auffällige Gewebeveränderungen (vom Grad CIN2 und höher) am Gebärmutterhals, die sich später zu Krebs entwickeln können. Somit sinkt wahrscheinlich auch das Risiko, später an Gebärmutterhalskrebs zu erkranken. Die Impfung bietet jedoch keinen vollständigen Schutz, weil sie nicht gegen alle krebserregenden Humanen Papilloma-Viren (HPV) wirkt."
243,Ist eine Stuhltransplantation wirksam gegen wiederkehrende Infektionen mit Clostridium difficile ?,"Dennoch machen ihre Ergebnisse vorsichtig Hoffnung. Die zusammenfassende Analyse der drei Studien deutet darauf hin, dass eine Stuhltransplantation Durchfall durch Clostridium difficile mit höherer Wahrscheinlichkeit bessern kann als Vancomycin [4] .",yes,"Bisher wurden nur wenige Studien mit Menschen durchgeführt. Diese haben diverse Mängel. Dennoch gibt es Hinweise darauf, dass eine Stuhltransplantation wirksam ist."
244,Hilft der Saft der Aroniabeere gegen Blasenentzündungen?,"Unser Fazit nach der Literaturrecherche:  Wir konnten nur eine Studie [1] zum Thema finden, deren Ergebnisse allerdings nicht aussagekräftig sind. Wir können daher nicht einschätzen, ob Aroniabeeren-Saft vorbeugend wirkt. Daher kann man nicht sagen, ob diese Hausmittel wirklich wirksam sind oder wie gut sie helfen – auch wenn manche Betroffene darauf schwören [3,6] .",unknown,Der Aroniabeere werden diverse positive Effekte nachgesagt. Ihr Saft soll beispielsweise vorbeugend gegen Blasenentzündungen wirken. Wir konnten aber keine aussagekräftigen Studien zu diesem Thema finden.
245,"Ist Intervallfasten geeignet, um Übergewicht so gut wie eine konventionelle kalorienreduzierte Diät zu senken?","Wirksam wie Dauer-Diät Demnach ist Intervallfasten wahrscheinlich wirksam, um bei übergewichtigen und fettleibigen Erwachsenen das Körpergewicht zu reduzieren. Wie gut das Intervallfasten über längere Zeit (mehr als ein Jahr) wirkt und welche unerwünschten Effekte es haben kann – das ist leider kaum bis gar nicht erforscht. Die Studien im Detail  Unsere Recherchen haben ergeben, dass Intervallfasten (auch: intermittierendes Fasten) bei übergewichtigen oder fettleibigen Menschen wirksam zum Abnehmen sein dürfte.",yes,"Intervallfasten (auch: intermittierendes Fasten) ist wahrscheinlich wirksam zum Abnehmen. Bei der Gewichtsreduktion gibt es wohl keine deutlichen Unterschiede zu einer konventionellen Diät, bei der dauerhaft die Kalorien reduziert sind. Beide Wege können zu gesundheitlich bedeutsamen Gewichtsreduktionen führen. Die derzeitige Einschätzung beruht hauptsächlich auf Studien über maximal 12 Monate mit Frauen mittleren Alters aus wohlhabenden Ländern. Langzeitwirkung und unerwünschte Effekte des intermittierenden Fastens müssen noch besser erforscht werden."
246,Ist das Risiko für die Gehirnentzündung SSPE als Folge einer Masernerkrankung größer als lange Zeit angenommen? Das heißt: Entwickelt von 100.000 Maserninfizierten mehr als eine Person im späteren Leben eine SSPE (subakute sklerosierende Panenzephalitis)?,"Neueren Schätzungen zufolge bekommen von 10.000 Masernerkrankten nach einer überstandenen Infektion offenbar ein bis zwei Personen im späteren Leben SSPE [7,8] . Risikoeinschätzung für Spätfolgen offenbar überholt Unser Fazit zum Thema nach der Auswertung von bisherigen Studien mit Daten aus Deutschland, Großbritannien und den USA [1-3] : Masern können schwere Komplikationen haben; darunter Spätfolgen wie die seltene, letztlich tödlich verlaufende Gehirnentzündung SSPE. Das tatsächliche SSPE-Risiko erscheint deutlich höher, vor allem für an Masern erkrankte Babys und Kleinkinder. Auf dieser Basis schätzten sie, dass 1 von 609 Babys (unter 12 Monaten) mit Masern später SSPE entwickeln wird. Alle Studien geben ein höheres Risiko an als die wohl veraltete Schätzung von 1:100.000 [3] .",yes,"Das Risiko für die tödlich Gehirnentzündung SSPE scheint in Deutschland, Großbritannien und den USA deutlich über der Einschätzung von einem SSPE-Fall pro 100.000 Masernfällen zu liegen. Um das Risiko genauer zu berechnen, bräuchte es eine verlässlichere Langzeit-Erfassung von Maserninfektionen und SSPE-Erkrankungen."
247,Kann Akupunktur zur Geburtseinleitung das Einsetzen der Geburt anstoßen?,"Die zusammengefassten Ergebnisse zeigen, dass Akupunktur wahrscheinlich nicht wirksam ist, um eine Geburt einzuleiten. Folglich kommen bei Frauen – ob mit oder ohne Akupunktur – ähnlich häufig Wehenmittel und andere etablierte Maßnahmen zur Geburtseinleitung zum Einsatz. Die zusammenfassende Analyse der beiden Studien deutet darauf hin, dass Akupunktur die Geburtsdauer möglicherweise nicht merklich verkürzt. Laut Ergebnissen von drei Studien [2,5,6] an insgesamt 817 Frauen ist es wahrscheinlich, dass Schwangere sowohl mit echter als auch mit Schein-Akupunktur ähnlich häufig Oxytocin als Wehen-förderndes Mittel benötigen. Zusammengerechnet deuten die Ergebnisse beider Studien nicht darauf hin, dass Akupunktur die Dauer der Geburt verkürzen könnte.",no,"Die Ergebnisse bisheriger Studien deuten darauf hin, dass Akupunktur zur Geburtseinleitung nicht wirksam ist."
248,Kann die Umstellung auf eine ballaststoffreichere Ernährung Darmkrebs vorbeugen?,"Die ballaststoffreichere Ernährung scheint das Risiko für Polypen also nicht verringert zu haben. Das Darmkrebs-Risiko scheint durch ein paar Jahre mit ballaststoffreicher Ernährung also nicht zu sinken. Die rechnerische Zusammenfassung (Metaanalyse) der fünf Studien gibt also keinen Hinweis darauf, dass Ballaststoffe Darmpolypen oder Krebs vorbeugen können. Mit insgesamt 23 Betroffenen ist die Anzahl der Darmkrebsfälle in den Studien aber zu klein, um ein Zufallsergebnis ausschließen zu können Die Ergebnisse sind daher kein Beleg dafür, dass Ballaststoffe das Krebsrisiko erhöhen.",no,Bisherigen Studien zufolge scheint die regelmäßige Einnahme von Weizenkleie oder Flohsamenschalen über einen Zeitraum von bis zu vier Jahren das Risiko für Darmkrebs-Vorstufen und Darmkrebs nicht verringern zu können. Das gilt auch für eine umfassende Umstellung auf eine Ernährung mit hohem Ballaststoffanteil.
249,"Kann eine Damm-Massage während der Schwangerschaft helfen, um bei Erstgebärenden eine Geburtsverletzung zu verhindern?","Einige Erstgebärende profitieren Laut dieser Studien [1,2] haben Frauen, die vor der Geburt zwecks Vorbeugung ihren Damm massieren, wahrscheinlich ein etwas geringeres Risiko für bestimmte Geburtsverletzungen. Demnach können manche Frauen, die zum ersten Mal vaginal entbinden, wahrscheinlich von einer Damm-Massage profitieren – was sich insgesamt wohl in etwas weniger Verletzungen inkl. Diese Punkte schränken unser Vertrauen in die Ergebnisse durchaus ein. Nichtsdestotrotz ortete das Autorenteam einen ähnlichen Trend wie die große Übersichtsarbeit [1] : Demnach soll die vorgeburtliche Damm-Massage bei Erstgebärenden die Zahl von Dammschnitten und anderen Verletzungen reduzieren.",yes,"Die bisherige Studienlage zeigt, dass sich in der Gruppe der Frauen, die zum ersten Mal ein Baby bekommen, Geburtsverletzungen am Damm wahrscheinlich etwas reduzieren lassen. Dies ist insbesondere darauf zurückführen, dass weniger Dammschnitte durchgeführt wurden. Der positive Effekt ließ sich nicht für Frauen zeigen, die bereits eine vaginale Entbindung hinter sich hatten."
250,Lässt sich Krebs mit Vitamin-C-Infusionen wirksam behandeln?,"Insgesamt zeigt die Studienlage also, dass das Schlucken von hohen Dosen Vitamin C bei Krebs wahrscheinlich nicht hilft. Vielmehr seien Infusionen angezeigt – so soll eine höhere Konzentration des Vitamins im Blut und im Krebsgewebe erzielt werden, als dies durch das Schlucken von Vitamin C möglich ist. Ob Vitamin-C-Infusionen die Heilung von Krebs fördert, lässt sich daher nicht beantworten. Belege dafür konnte sie jedoch nicht liefern, denn dazu fehlen wichtige Daten. Insgesamt schließen wir anhand der Studienlage, dass die Einnahme von Vitamin C in Form von Zubereitungen, die geschluckt werden, wahrscheinlich unwirksam zur Behandlung von Krebs ist.",unknown,Bisher durchgeführte Studien sind mangelhaft und nicht aussagekräftig.
